,content
2502,　　关于WPT
2503,　　联众国际旗下赛事品牌WPT(World Poker Tour，即世界扑克巡回赛)于2002年创立，是全球顶级的竞技扑克赛事之一，在北美、欧洲、亚洲等国家和地区设立了70多个分站赛，作为WPT赛事体系中最高级别的赛事之一，WPT Main Tour Event(即WPT世界巡回赛)WPT世界巡回赛冠军不仅可将姓名刻于WPT全球冠军奖杯，还将加入WPT冠军俱乐部，获得WPT冠军赛(TOC)参赛资格。此外，WPT拥有精良的节目制作团队，建有世界最大的智力运动电视视频库，并在Fox Sports拥有收视率第一的智力运动节目，且与Discovery等国际知名电视机构有着深度合作，电视节目已发行到150多个国家和地区。
2504,　　羊城晚报南宁讯 记者林本剑报道：在打完第一场与冰岛队的比赛后，随着三名上海申花球员和一名上海上港球员在昨天离队，国足仅剩18人迎战克罗地亚队。
2505,　　国足昨天的训练安排被一场持续不断的阴雨彻底打乱。在里皮的计划中，昨天下午3时30分，球队将在广西体育中心的外场进行训练，并安排两名球员接受采访。然而，南宁从1月10日揭幕战当天早上开始，就迎来了一场绵延不断的阴雨。眼看雨势增大，里皮在昨天上午临时改变了计划。前天晚上的首发球员，在里皮的带领下，全部被安排在酒店的健身房进行康复训练，其余球员则在助理教练的率领下，前往训练场训练，并取消了球员采访的环节。
2506,　　此外，上海申花的三名球员曹赟定、毛剑卿、柏佳骏已在昨天离队，前往冲绳岛参加申花队的冬训。上海上港球员傅欢欢昨天去了南宁当地医院进行了核磁共振检查，检查结果不太理想。在经过队医卡斯特拉齐的审核后，傅欢欢不适合参加比赛，因此也在昨天离队。这样，中国队目前仅剩下18名球员。
2507,　　每一次世界杯扩军的一大目的，不外乎是世界杯品牌的增值。因凡蒂诺扩军的底气，乃是基于此前扩军的成功经验。尤其是1998年那一次，两个人口占世界人口70%的大洲，亚洲名额增加到3.5个，非洲名额增加到5个，决赛圈中两个传统强势集团欧洲和南美之外的代表队首次达到两位数。世界杯在变得更为“世界”的同时，比赛质量不减反增，这也成为世界杯品牌全球化和飞速增值的肇始。
2508,　　去年法国欧洲杯再一次证明了扩军之利，数据显示，作为首届扩军至24队的欧洲杯，法国欧洲杯门票比上届多卖了100余万张，暴增40%，电视转播权收益和商业赞助也出现大幅提升。据估计，如果世界杯扩军到48队，国际足联可望多赚数亿美元。
2509,　　不过，法国欧洲杯也局部印证了外界此前的一大担心，比赛观赏性的下降。冰岛、威尔士等黑马狂飙固然值得尊重，但比赛的关注度和含金量受到影响，亦是不争的事实。这一问题在48队世界杯上很可能会进一步被放大，一方面是更多的弱队入局导致强弱一边倒，另一方面是只踢两场的小组赛和32强开始的淘汰赛成为冷门的温床，两者导致的结果其实是殊途同归的。主流球迷对冷门的期待有叶公好龙的成分——对他们来说，一两匹黑马调剂足矣，黑马成群？那不啻是一场灾难。
2510,　　从长期来看，大肆扩军虽然对国际足联经济上很有好处，但却无法像1998年一样令世界杯品牌增值，反而更可能出现贬值。过度扩军稀释了世界杯作为世界足球最高等级竞技赛事的稀缺性，让高冷的华山论剑变得越来越像热闹的庙会。足球固然是一项亲民的运动，但它对于大众的吸引力，也有相当部分是建筑于顶级赛事和精英对决的精彩性之上的。
2511,　　因凡蒂诺和国际足联执委们不可能没有权衡过利弊得失，令他们最终作出如今的判断，很难说没有中国足球的功劳。这个拥有最庞大的足球潜在人口的国度，正从顶层设计、经济、体育建制、教育等多个方面，全方位地开始一场足球改革，因凡蒂诺多次提及这一点，国际足联不可能忽视这个巨大的足球市场增长点。
2512,　　更何况，在国际足联去年身陷危机时，正是中国的企业逆势而上，成为新的国际足球顶级赞助商。将国际A级比赛资格授予中国杯足球赛，投桃报李的意味已经甚浓。继1994年“拓荒”美国、1998年发展亚非之后，这一次，中国俨然国际足联新的战略目标，新一轮世界杯扩军，中国足球同样是要惠及的主要对象。
2513,　　是的，别说48队，就算扩军到84队，中国队都未必一定能进入世界杯决赛圈。但是，扩军至少能让中国足球距离这一目标更近一点，在2026年之前近十年的时间里，这已经足以对这个足球市场构成持续的、巨大的刺激和推动。
2514,　　世界杯扩军，对它的品牌价值和欧洲豪门的主教练来说也许是砒霜，但它对中国足球及相关市场，却是一块蜜糖。
2515,　　·赵亮晨·
2516,　　CBA常规赛昨晚展开第26轮的角逐，做客的广东宏远队因易建联缺席而内线失势，在四川队凶猛的扩大防守下以109比130落败，遭遇本赛季的第五场失利。
2517,　　内外失据中局崩盘
2518,　　广东队与四川队曾交手八次，广东队六次取胜。上赛季四川队“双杀”广东队，本赛季首回合广东队在“鹰王”约什·史密斯发挥神勇之下仍然赢了7分。昨晚对决，广东队不但客场作战，而且主将易建联受伤仍未能复出，面对有“亚洲第一中锋”之称的哈达迪，内线处于绝对劣势。
2519,　　首节单外援对决，广东队并不落下风，仅以24比25落后。此战胜负的分水岭就是双外援出战的第二、第三节。失去阿联内线的支撑，广东队只能以布泽尔与董瀚麟或任骏飞搭档，在高度上面对哈达迪和约什处于绝对劣势。而四川队则利用内线的优势采取扩大防守范围的战术，实施高位逼抢，使广东队不但内线无法打进去，外线也处于出手困难的境地。第二节，四川队以31比20赢了11分。第三节，四川队更毫无顾忌地扩大防守，使广东队的进攻极其艰难，一节又赢了18分，第三节结束已领先广东队30分，使最后一节成为垃圾时间。
2520,　　除内线高度的缺陷外，广东队双外援发挥不佳也是惨败的主要因素。斯隆似乎没有任何进攻欲望，上半场突破次数极少，在全队打不开局面的情况下无法带领队伍咬住对手。下半场，主教练杜锋已几乎不用斯隆上场。布泽尔则一贯地不温不火，很难成为全队依仗的核心。全场比赛，斯隆仅14投5中，得到10分，其中三分球4投0中，助攻也只有4次，而失误却有3次；布泽尔虽然得到22分、11个篮板的两双，但全场仅有4次罚篮，完全对对手没有杀伤力。相反，四川队赢球就是依仗两名外援的出色表现，哈达迪得到25分、13个篮板，其中有14次罚篮；约什得到30分、17个篮板，表现完胜布泽尔。
2521,　　在犯规中结束比赛
2522,　　最后一节，广东队收起两名外援，以全华班出战。比赛还剩7分多钟时，广东队在落后30分的情况下采取罕见的全场紧逼、抢断不成就犯规的战术——上场的球员不惜体力，全场夹击，但屡屡被吹罚犯规，以至于剩下的时间几乎都是在罚篮中完成。广东队一度将分差缩小至20分左右，四川队主教练杨学增不敢怠慢，连忙叫了暂停，并把哈达迪重新派上场，最终稳住了局势。
2523,　　比赛就在这样的断断续续中结束。全场比赛，广东队被吹罚38次犯规，其中赵睿和董瀚麟均六犯离场，高尚、周湛东和杨金蒙均身背五犯。而四川队全场仅仅有26次犯规。全场比赛，四川队的罚篮机会多达56次，并罚中了其中的40个。
2524,　　赛后，杜锋在总结比赛时话中有话：“我们的队员都拼得很好，但毕竟是客场作战，犯规太多，队员被罚下的太多，这对我们的伤害太大……”
2525,"　　,中新网,佛山1月12日电 (记者 唐贵江)大型季播真人秀节目《足球火》开机发布会12日在佛山高明体育中心启动，英超曼彻斯特城足球俱乐部教练JonnyMarsh、前国足女队长浦玮、前国足运动员李毅等明星和球星共同亮相。"
2526,　　此次正式曝光参与《足球火》节目嘉宾名单还包括明星领队漠寒与娱乐明星谢楠、徐浩。据悉，节目不仅由曼彻斯特城足球俱乐部教练球星全程陪同，后续还将邀请曼彻斯特城足球俱乐部球员参与。
2527,　　由谢楠、徐浩、李毅、浦玮等国内众多娱乐明星及体育明星组成的球探团，将到全国各地选拔出36位热爱足球的素人组建一支“火之队”，通过曼彻斯特城足球俱乐部教练团队全程特殊训练，节目球队同曼彻斯特城足球俱乐部球队的多番对抗，全程展现热爱足球青年们的成长蜕变与梦想历程。
2528,　　国足运动员浦玮、李毅亮相发布会现场，他们表示期待通过节目搜罗更多热爱足球运动的优秀球员；娱乐明星谢楠与徐浩则表示不仅是为了兴趣爱好而来，也希望帮助更多怀揣足球梦的人实现足球梦想。
2529,　　《足球火》节目启动至今报名人数已达9万5千余人，有63岁的足球梦想者，也有18岁的年轻人，更有不少女性选手也提交了报名表。
2530,　　据了解，节目有多期将远赴英国曼彻斯特城足球俱乐部总部开启训练之旅，节目尾期将在6万人的体育场与曼彻斯特城足球俱乐部青年队进行全程90分钟决战直播。《足球火》预计将于2017年4月起在广东卫视首播。(完)
2531,"　　,中新网,北京1月12日电 记者从NBA中国获悉，NBA新春贺岁特别活动将在1月27日至2月12日期间上演。届时将为广大中国球迷带来耀眼的球星、史上最多的现场直播比赛场次、全新的新春贺岁宣传片，以及特别设计的中文球衣。"
2532,　　第六届NBA新春贺岁活动今天发布了全新的中国新年主题宣传片“神奇红包”，参与这部宣传片的球星包括金州勇士队的史蒂芬-库里、新奥尔良鹈鹕队的安东尼-戴维斯、休斯顿火箭队的詹姆斯-哈登以及布鲁克林篮网队的林书豪。
2533,　　新春贺岁期间颇为令人瞩目的一场比赛则是2月4日休斯顿火箭对阵芝加哥公牛，火箭将在比赛的中场休息时间，为名人堂球员姚明的11号球衣举行退役仪式。
2534,　　除此之外，NBA将会在新春贺岁这17天时间里带来联盟全部30支球队的总共60场比赛直播。而勇士队、火箭队、猛龙队以及奇才队将身穿中文球衣亮相，总共有九支球队将在主场举办庆祝中国新年的特别活动。
2535,　　“新春贺岁活动已经在春节这样一个特殊的日子成为了NBA回馈中国球迷并庆祝中国新年的绝佳机会，” NBA中国CEO舒德伟表示。 “我很高兴我们的球队和球员们能够把欢乐的气氛和精彩纷呈的比赛带给球迷，为新春佳节的欢乐气氛锦上添花。”(完)
2536,"　　,中新网,北京1月12日电(记者 王曦)作为中国网球界的盛事之一，2016年“天地英雄”中国网球人物评选活动12日在京揭晓，这一活动旨在表彰为中国网球事业做出过杰出贡献的中国网球人。"
2537,　　2016的中国网坛，尽管与大满贯冠军和奥运奖牌无缘，但中生代、新生代乃至青少年球员的突破与成长，让国人看到了中国网球的未来与希望。在新赛季开始前，《网球天地》再度启动了天地英雄网球年度人物评选活动。本次评选共设有年度最佳男球员、年度最佳女球员、年度最佳教练、年度最佳团队以及年度希望之星五个奖项。除专家评审外，本次评选还开设了网络投票平台。
2538,　　入围本次各奖项角逐的球员，均在2016赛季取得了历史性突破：吴迪在2016年初成为首位夺得ATP挑战赛单打冠军的中国内地球员；公茂鑫在2016赛季以优异的表现跻身男子双打世界排名前100位；在澳网实现突破的张帅全年都保持着稳定的状态，凭借第23位的单打世界排名成为“亚洲一姐”；伤愈复出的彭帅拿到职业生涯的首个WTA巡回赛单打冠军。
2539,　　最终，五个奖项各有归属：浙江队获得年度最佳团队，吴迪当选年度最佳男球员，张帅喜获年度最佳女球员，刘硕荣膺年度最佳教练，吴易昺和王曦雨分获年度希望之星。
2540,　　评选结果揭晓后，张帅、吴迪、吴易昺等获奖者纷纷在第一时间通过视频的方式向支持自己的球迷以及媒体们表示了感谢。对于2016年最受人关注的张帅，为其始终提供支持的金地体育总经理刘丰宁表示：“我们看重的不仅是张帅一流的竞技水平和潜在的商业价值，更重要的是她的精神品质：正直善良、努力进取、坚韧不拔。”(完)
2541,"　　,中新网,北京1月12日电 (邢翀)12日一大早，宋一美就和母亲来到北京恒源祥大厦观赛，这里进行的是第30届晚报杯中国业余围棋锦标赛的重头戏——职业业余十强选手对抗赛。"
2542,　　年仅16岁的宋一美曾多次代表澳大利亚参加世界业余围棋大赛。6岁时开始在北京海淀棋院学棋，随父母移居澳大利亚时她已达到业余2段水平。
2543,"　　“根在中国，对中华文化的认同感和归属感随着移居海外更显强烈。”宋一美的母亲吴梅芳是此次澳大利亚围棋代表队的领队，她告诉,中新网,记者，移民后一美仍在坚持围棋训练，曾聘请老师教授，还多次前往中国和韩国围棋道场学习。"
2544,　　吴梅芳说，一美目前正在澳大利亚读高二，面临升学考试，但只要有回国比赛机会，他们都会积极参与。
2545,　　晚报杯是中国规模最大、历史最长、水平最高的业余围棋赛事，他们的加入也创造了晚报杯的一项历史——首次海外围棋队伍参赛。
2546,　　除了宋一美，在澳留学生俞泽坤和周围此次也代表澳大利亚出战。两人从小在中国学棋，目前已达到业余6段水平，都曾夺得过澳大利亚全国业余围棋比赛冠军。
2547,　　他们说，围棋在澳大利亚校园中日渐盛行。俞泽坤所在的澳大利亚国立大学是围棋文化发源地之一，澳大利亚围棋协会常务副主席曾是国立大学数学系博导；而周围则是墨尔本大学围棋社团负责人，成员已近40人，其中业余5段以上的就有七八人。
2548,　　作为曾经的一名“冲段少年”(即从业余棋手转为职业棋手)，周围在即将定段时选择留学读书，此后将围棋作为爱好的他在澳大利亚开辟了一个新天地：筹划校园俱乐部、教授新人学习围棋、参加业余比赛……
2549,　　“澳大利亚围棋赛事规模不大，但传承得特别好，一些围棋比赛已经持续了三四十年，甚至比中国国内的还长。”周围告诉记者，这是因为澳大利亚围棋组织很系统，全国和各州的协会、理事会及下属俱乐部比较成体系，大大小小的赛事也很多。
2550,　　“协会中有各个族裔的理事，大家都很积极地推广围棋。”领队吴梅芳说，经常会看到围棋俱乐部里男女老幼在下棋，包括很多白人。当前澳大利亚围棋协会还在积极推动围棋进校园，今年九月底还会举办围棋大会，邀请海内外棋手参与。
2551,　　俞泽坤学习数学和统计专业，坦言围棋中的逻辑思维对专业学习很有益处；攻读计算机专业的周围对最近火热的“人机大战”很感兴趣，希望毕业后能在人工智能领域做些研究；宋一美想学建筑设计，但围棋会一直坚持下去。
2552,　　澳大利亚远离世界围棋中心，全盛时期的日本棋手将围棋带到了这里，但真正让围棋之风盛行的正是随后而来的中韩移民。如今三人已悄然加入澳洲围棋传承的队列，书写着围棋黑白世界中的精彩故事。
2553,　　俞泽坤和周围在此次比赛中分别赢了六、七盘棋，但他们还不太满意：“选手水平差别不大，中国围棋比赛氛围更浓，短时间内下这么多盘快棋有些不适应，熟练度有差距。切磋交流对自己水平很有益处。”
2554,　　赢了四盘棋的宋一美12日上午在一号棋台前久久伫立观赛，这是此次比赛中职业棋手等级分排名最高的时越九段和和业余棋手冠军对决。宋一美和时越曾在日本的一次围棋赛中有过合作，她说赛后要打个招呼。“中国围棋大哥哥们都很亲切，交流很愉快，对我帮助很大，我要向他们学习。”(完)
2555,"　　,中新网,杭州1月12日电(方堃 詹成芳)当今体育已不再是“围墙里的体育”，作为市场取向的改革先发地区——浙江，体育领域的改革是否也能走在全国前列？"
2556,　　“随着时代的发展变化，体育改革已被推上风口浪尖，成为决定体育事业兴衰成败的关键因素。”12日，在浙江省体育局篮球运动政府职能向社会组织转移试点的工作动员会上，浙江省体育局党组书记、局长孙光明认为，浙江深化体育改革已是大势所趋。
2557,　　2016年，浙江省体育局决定在篮球项目先行先试，率先开展政府职能向社会组织转移试点。在深入调研的基础上，浙江省体育局出台了《浙江省体育局关于开展篮球运动政府职能向社会组织转移试点的意见》以及《浙江省篮球协会实体化改革方案》等改革试点方案，建立健全了改革配套政策，为启动篮球运动政府职能向社会组织转移试点奠定了工作基础。
2558,　　尽管当前体育发展势头向好，老百姓体育需求“井喷式”增长，体育日渐成为社会热点，成为各级党委政府关注的重点，给体育工作带来了更多更好的机遇。但与此同时，社会各界对体育工作提出了更高的期望和要求。
2559,　　记者了解到，一些长期制约体育事业可持续发展的“隐忧”正在成为“显忧”，尤其是体育领导体制和管理模式与体育发展趋势不相适应的矛盾日渐尖锐。管办不分、政事不分、事社不分、事企不分的弊端突出，行业标准、规范体系建设滞后，体育的社会化水平不高，体育社会组织呈现“倒金字塔”结构，基层体育社会组织还十分薄弱……
2560,　　为了破解体育改革困境，转变政府职能，实现管办分离。针对“体育行政部门如何放权瘦身”、“体育社会组织如何健体强身”、“体育市场主体如何培育壮大”这三大关键问题，浙江省体育局走出了一步“关键棋”，即开展篮球运动政府职能向社会组织转移试点，以做活深化体育改革的“全盘棋”，全面推进改革向纵深发展。
2561,　　“如果我们不改革体育领导体制和管理模式长期积累的弊端，仍然把什么事情都抓在自己手里，既当裁判员又当运动员，要走出体育发展的困境，是很难的。”孙光明认为，体育部门必须以壮士断腕的决心和勇气深化体育改革，推进政府职能转移，放手发动社会组织、以市场主体办体育，才是体育发展的出路所在。
2562,　　此外，记者还了解到，推动社会力量办体育是深化体育改革的一个重要环节，政府职能转移还必须与市场力量壮大齐头并进。“无论是竞技体育的人才培养，还是群众体育的公共服务，都要以改革的思维，在加大政府投入的同时，鼓励社会力量办体育。”孙光明认为，只有把社会力量办体育做大做强，政府职能转移才有更畅通的出口，体育社会组织发展的土壤才能更加肥沃。(完)
2563,"　　,中新网,北京1月12日电(汤琪)CBA赛场辱骂、“京骂”现象频发，是球场文化还是不文明观赛？赛区是否应承担责任？“京骂”顽疾如何破除？中国篮协对此做出回应。"
2564,　　12日下午，中国篮协再发《文明观赛倡议书》，对CBA联赛现场个别球迷不理智行为提出批评，并明确点出“京骂”对首都文明形象的损害，未来将对涉事赛区加大处罚力度，情节严重者，或处以零观众主场、更换主场等处罚。
2565,"　　,辱骂、“京骂”有多严重？"
2566,"　　,——央视解说都愤慨"
2567,　　去年12月24日，在CBA“圣诞大战”中，央视解说刘星宇在比赛直播中批评了北京首钢主场五棵松球馆的“京骂”现象，他表示，在其他赛场也听到过零星的骂声，但是这时候现场DJ会有合适的引导，而不是放任球迷谩骂。
2568,　　刘星宇的此番评论在赛后遭到部分球迷反击，他随即在微博中回应称，“每次批评别的场地，基本不会有本地球迷来微博骂，还会有很多当地球迷表示要携手净化赛场，唯有北京似乎批评不得，还总要鄙视我不懂北京文化，可这真的不是我想要的北京文化……”
2569,"　　,球场文化还是不文明观赛？"
2570,"　　,——篮协点名批评“京骂”"
2571,　　有声音认为，一些过激言论是球场文化的组成部分，但在中国篮协今天发布的《文明观赛倡议书》中已明确指出，“京骂”现象属不良现象，已经严重损害了首都文明形象，同时对CBA联赛形象也造成了巨大伤害。
2572,　　中国篮协副主席李金生回应称，将严格完善CBA赛区的观赛秩序管理制度，狠下决心净化CBA联赛的观赛环境，用长效机制将诸如“京骂”之类的不文明现象驱逐出CBA赛场。
2573,"　　,如何驱逐“京骂”？"
2574,"　　,——篮协：处以零观众等处罚"
2575,　　尽管《倡议书》指出了“京骂”现象多年来屡经整治却难以根除的现状，但仍呼吁球队向种种不文明行为说“不”， 绝不逾越联赛管理制度和法律制度的界线。
2576,　　李金生表示，“我们将联合公安及其他相关部门，对于那些败坏观赛风气的‘害群之马’严厉打击，对于管理不善、屡次出现大面积不文明观赛现象的赛区加大处罚力度。”
2577,　　除了按照联赛纪律处罚规定处罚外，李金生还强调，将视情节严重程度，处以零观众主场、更换主场等处罚，力争创造一个纯净、文明、有序、健康的CBA联赛观赛环境。(完)
2578,"　　,中新网,北京1月12日电(汤琪)被媒体称为“CBA史上最奇葩”的外援乌龙事件有新进展。12日下午，中国篮协就北京农商银行队外援巴蒂斯塔违规出场比赛事件做出回应，CBA联赛办公室负责人表示，巴蒂斯塔继续停赛一场，所属俱乐部承担直接责任，该场比赛技术代表暂停工作。"
2579,　　11日晚，在北京农商银行队以87比92输给北京首钢队的比赛中，已经打了近三节比赛的北农队外援巴蒂斯塔被技术代表告知不能出战当天的比赛，巴蒂斯塔此前违体犯规累计到四次，按照CBA联赛相关规定，在本场比赛前他应被停赛。
2580,　　联赛办公室负责人表示，在“北京德比”的前一天，1月10日，联赛办通知了本场临场技术代表，巴蒂斯塔第26轮比赛停赛的信息，需要在第二天赛前联席会提醒相关球队，技术代表明确表示收到联赛办的通知，但是由于工作疏忽，没有通知。
2581,　　为何在第三节比赛都快结束时才通知相关俱乐部？该负责人回应称，比赛当天，联赛办工作人员通过电视转播发现本该停赛的北京农商银行队15号巴蒂斯塔在场上后，马上通知临场技术代表纠正。
2582,　　最终在责任判定上，该负责人表示，北农队没有根据竞赛规程规定对应该追加停赛的球员予以停赛，为此要承担直接责任，技术代表有提醒和监管的义务，对此也要承担相应责任。
2583,　　目前，联赛办已对该场技术代表作暂停临场工作处理，对巴蒂斯塔继续停赛一场。(完)
2584,"　　,中新社,北京1月12日电 (王婧)中国国家体育总局篮球运动管理中心副主任、中国篮协换届会议筹备组组长李金生12日接受,中新社,记者专访时回应篮球改革热议话题：“现在当务之急是加快篮球改革速度，有争议的事情将在实践过程中逐步解决，水到渠成不叫改革。”"
2585,　　近日有媒体称，中国篮协新一届主席“七条标准”是为中国篮球巨星姚明量身定制，如果不出意外，姚明将变身“姚主席”。
2586,　　对此，李金生说：“这七条标准量身定制也好，有多位候选人也好，都需要按照规程，先由篮球界各方面推荐人选，最终由代表大会选举产生。”
2587,　　当下民众热议的话题是，姚明若果真出任篮协主席，他的上海男篮俱乐部是卖还是不卖？12日，有媒体爆料，姚明已与国家体育总局达成共识，无需放弃上海男篮俱乐部“姚老板”的身份。
2588,　　李金生说：“我们已经注意到(姚明多重身份)这个问题，会慢慢把各方利益厘清，公众可以放心。但是不能因为有各种问题就降低改革的速度。”他认为，改革不是“水到渠成”，先把步子迈出去是当务之急。
2589,　　他表示，下一步工作安排还在制定当中。(完)
2590,"　　,中新网,北京1月12日电 (邢翀)12日上午，晚报·恒源祥杯第30届全国业余围棋锦标赛的重头大戏——职业·业余十强对抗赛在恒源祥大厦战罢，十位职业棋手对阵本届晚报杯十强业余棋手，最终职业棋手10比0大胜。"
2591,　　此次比赛对阵分别是：时越vs白宝祥、唐韦星vs王琛、陈耀烨vs胡煜清、连笑vs马天放、黄云嵩vs赵炎、彭立尧vs陈一纯、孟泰龄vs邓威、谢尔豪vs陶汉文、廖元赫vs刘云程、谢科vs曹汝旭。
2592,　　参赛的职业棋手都曾在晚报杯中得到过锻炼。中国国家围棋队领队华学明在赛前致辞说：“30年来，中国职业围棋的发展离不开晚报杯这样的业余赛事的支持，今天参加对抗赛的十位职业棋手都是从晚报杯中走出来的，包括三位世界冠军时越、陈耀烨和唐韦星，希望这么好的比赛能够一直走下去。”
2593,　　去年开始，对抗赛规则从职业棋手让子改为职业棋手让先，即全部由业余棋手执黑先行。裁判长金同实解释说，这是考虑到现在业余棋手水平越来越高。此外，比赛没有和棋，如果出现平目，就是黑棋胜。
2594,　　进入读秒后业余高手纷纷败下阵来，曹汝旭官子战被谢科甩在身后；胡煜清、白宝祥官子鏖战后分别小负陈耀烨、时越；而王琛更是在中盘出现严重失误负唐韦星。最终在经过近3个小时的比赛后，职业棋手全部战胜业余棋手，取得了10比0的压倒性胜利。
2595,　　本届晚报杯冠军白宝祥赛后对这一结果表示有些意外，去年曾在对抗赛中战胜专业棋手的他说：“发挥比较正常，但实际还是有些差距，跟世界冠军对决的机会比较难得，对于业余选手提高还是很有帮助的。”
2596,　　唐韦星曾五次参加晚报杯，并两次夺得冠军，随后转战职业棋场并夺得世界冠军。他在赛后感叹时间飞逝：“今天很多棋手都是12年前夺冠时的老朋友、老对手，能再次下棋感觉很亲切。”至于对弈感受，他说业余棋手水平都很强，比赛中可能对方出现了一些误算。
2597,　　赛后现场专业人士表示，职业棋手大获全胜一方面说明当前中国围棋“少壮派”力量强大，另一方面来看，此次参赛的职业棋手都从晚报杯走出，这说明业余围棋赛对中国棋坛的贡献功不可没。
2598,　　晚报杯业余围棋比赛已经走过30年历程。从1988年首届晚报杯以来共进行了28次职业业余对抗赛，业余棋手对职业棋手12胜5平11负，总战绩85胜90负。(完)
2599,"　　,中新网,杭州1月12日电(方堃 詹成芳)“目前，浙江省共有体育社团2148个，较2014年增长22.3%。截至2016年10月，浙江全省体育社团资产总值约3.75亿元。”12日，在浙江全省体育社团实体化建设推进会上，浙江省体育局副局长李华表示，加快推进体育社团实体化建设，是体育改革的重要部分。"
2600,　　体育社团，既是承接政府体育职能转移的主体，也是繁荣社会体育事业的重要有生力量。据悉，浙江省11个地市相继出台了相关政策文件，明确把体育社团改革发展纳入《体育发展“十三五”规划》和《全民健身实施计划(2016—2020年)》。
2601,　　为了推动体育社团改革，浙江省各地采取购买服务、委托培训、交办赛事活动等形式，着力增强体育社团的自我造血能力，合力扶持体育社团做大做实。浙江省体育局实施了“省级体育社团三年孵化计划”，44个协会免租金集中入驻“省级体育协会孵化基地”。浙江省本级连续3年共安排1438万元体彩公益金用于扶持省级体育社团发展。
2602,　　记者了解到，近年来，各地体育社团结合传统优势项目，“一地一品”活动建设成效显著。温州市被全国游泳协会授予“全国游泳之乡”，丽水市被全国围棋协会授予“全国围棋之乡”，平阳、桐乡、义乌、黄岩等地被中国武术协会授予“全国武术之乡”……
2603,　　尽管浙江省体育社团的实体化建设推进工作取得了一些成效，但是李华认为，浙江省体育社团的社会化、实体化建设工作才刚“迈开腿”。从社团数量看，市级社团多的是温州、杭州，分别有69个、56个；少的丽水、衢州，分别仅有26、24个。从资产总值看，杭州、宁波的体育社团资产分别为7、8千万，衢州、湖州的仅7、8百万。体育社团从上到下存在不合理的“倒金字塔”结构。
2604,　　对于目前体育社团建设还存在的“步子不快，进展不大”的问题，李华表示，接下来将加大政府购买公共服务的力度，并指导提升各类体育社团的能力，积极培育、扶持、孵化有发展潜力、社会急需、群众欢迎的体育社团。
2605,　　“对于群众欢迎、参与面广、社会化程度高的项目社团，如篮球、乒乓球、羽毛球、游泳、足球等，将大力推进发展改革。”李华继续补充道，对于普及难度较大的小众项目社团，如举重、拳击、体操、射击、射箭等，将结合项目特点推进特色化发展，加强体验式培训，拓展群众基础。(完)
2606,"　　,中新网,北京1月12日电(岳川) 在离开赛场两个月后，羽毛球世界冠军马晋有了新的“名片”。12日，马晋正式以柏宁投资合伙人的身份出现在媒体面前，完成了后球员时代的华丽转身。"
2607,　　当日，中视体育娱乐有限公司与北京柏宁投资有限公司在北京达成战略合作。未来双方将借助各领域中的资源和经验，为大众打造更多国内优质的体育赛事娱乐品牌，创新当前体育电视节目内容，促进体育与文化、娱乐产业间的融合与发展。
2608,　　乒乓球奥运冠军王皓也出现在论坛环节，与业内人士分享体育与娱乐的融合方向。中视体育娱乐有限公司董事总经理郑梦晖表示，“中视体育一直致力于创新体育赛事与电视节目的运作方式，由央视自主IP《谁是球王》改编的体育电影便是一次体育与娱乐深度结合的尝试。未来，中视体育和柏宁投资将共同探索‘体育+娱乐’的经营新思路，我们也欢迎更多的合作伙伴走进体育圈。”
2609,　　而作为合作方之一——柏宁投资的合伙人，羽毛球世界冠军马晋以新身份正式亮相，文体界名人如导演高希希、世界冠军鲍春来、丹麦羽球名将安赛龙、韩国奥运冠军李龙大等均通过VCR送上祝福。
2610,"　　不过之于马晋而言，对新身份的适应尚没有以往球员时那般自如，“站在这里毕竟和赛场上不一样，20年的反复训练让我拿起球拍就很自信。从退役到现在两个月时间，接触新领域，自己各方面都需要学习提高。”在接受,中新网,记者采访时，马晋表示，新“名片”亦是新挑战。"
2611,　　“只要决定去做，就希望自己能做到最好。打球到我这个年纪，要考虑很多东西，选择继续也不一定能做到最好。既然如此，不如去做新的尝试。”两个月前，马晋宣布结束国家队生涯，如今再谈起这个决定，她坦言不论做出何种选择，出发点是一样的，“年轻人可以在赛场上为国争光，我换个舞台，继续为体育发挥自己的光和热。”
2612,　　马晋表示，成为柏宁投资的合伙人也是出于机缘巧合，对体育的情怀让大家走到了一起。接下来，柏宁计划推出一项全国羽毛球业余赛事，还筹划着奥运健儿校园行，走访偏远地区的学校，在公益方面也会着力，马晋希望，能把这些事一件件做好。
2613,　　值得一提的是，虽然马晋已经退役，但未来球迷还是有可能在赛场上看到她的身影。马晋告诉记者，“我是山东第一个羽毛球世界冠军，是省里培养了我。如果全运会球队需要我，那我义不容辞，也将竭尽全力。”(完)
2614,"　　,中新网,北京1月9日电(岳川) 首届“中国杯”国际足球锦标赛(“中国杯”)将于今日在广西南宁拉开帷幕。国足主帅里皮表示，将借本次杯赛寻找可用的新生力量。"
2615,"　　,国足年轻阵容出击"
2616,　　本届“中国杯”共有四支球队参赛，除东道主中国队外，还包括现世界排名第四的智利以及欧洲劲旅克罗地亚、冰岛。根据赛制，国足总共将进行两场比赛，首战即今晚半决赛面对冰岛队。第二场的对手取决于首战结果，比赛时间在1月14日或15日之间。
