,content
330,　　购置税优惠政策“退坡”、春节长假、销售政策收紧……1月份的销量遇冷，经销商库存压力也随之加大。根据中国汽车流通协会发布的“中国经销商库存预警指数”显示，2017年1月库存预警指数为61.5%，比上年上升18.6个百分点，这一巨大波动甚至在近两年内都未曾出现过。
331,　　环比暴跌70%，多款车型0销量
332,　　新能源车怎么了？
333,　　从中汽协公布数据来看，1月国内新能源汽车销量下滑最快，产销分别为6889辆和5682辆，比上年同期分别下降69.1%和74.4%。包括众泰Z100EV、腾势、比亚迪秦EV在内的15款新能源汽车销量为0，其中，纯电动车型占据了12款。
334,　　是卖不出去，还是没法卖？新能源汽车是怎么了？
335,　　据笔者了解，去年年底，四部委联合发布了《关于调整新能源汽车推广应用财政补贴政策的通知》，《通知》显示，不但国家补贴退坡了约20%，还规定了地方补贴不能超过国家补贴的一半。另一方面，今年1月9日，中机车辆技术服务中心又发布通知，明确提出2016年发布的1至5批新能源车推广目录需要重新审核。双重政策因素叠加，新能源车消费者的观望情绪浓厚，也影响了新能源汽车的短期销量。而很多车企在等待新目录的发布才开始销售产品。
336,　　但这种情况不会持续太久，此前全国乘用车市场信息联席会秘书长崔东树接受媒体采访时称：“开年的新能源车市，呈现蓄势待发的低产销特征。这是新能源车年初补贴退坡与公告重审过程中的暂时现象，随着推广目录的发布，新能源车销售将逐渐步入正轨。”
337,　　自主品牌持续发力
338,　　SUV仍是增长点
339,　　值得关注的是，在整体低迷的背景下，车市仍有表现可圈可点的高增长品牌。
340,"　　最亮眼的莫过于稳步增长的自主品牌。长安汽车、长城汽车等自主品牌稳居销量榜前十。浙江本土品牌——吉利也在轿车和SUV市场上持续发力。据了解，1月份吉利销量再破10万，达到102,653辆，同比增长71%，完成了其全年100万辆销量目标的10%。其中，七款主销车型中有六款销量过万，帝豪表现最好，为26314辆，新晋车型帝豪GL继续破万，销量达到了10208辆。"
341,　　SUV仍是汽车市场中的大热门。根据中汽协统计数据，乘用车方面，相比上年同期，只有SUV车型的产销继续保持增长，分别增长9.0%和10.5%；而轿车、MPV、交叉型乘用车的产销都有不同程度的下降。
342,　　中大型车销量走俏
343,　　中大型SUV集中上市
344,"　　1月份销量数据中，中大型车表现抢眼，宝马5系月销过万，进口7系销量增长超3倍。雷克萨斯ES单月销量3,835辆，占雷克萨斯总体销量的40.8%，成为绝对的主力。广汽丰田汉兰达今年1月销量达10,722辆，同比增长27.1%，这是全新汉兰达上市以来首次销量破万，对于广汽丰田具有里程碑式的意义。昂科威保持强势势头，销量达到3.07万辆，销量增幅将近20%。"
345,　　中大型SUV的细分市场目前在国内仍属于“蓝海”范畴，今年将有更多中大型SUV蓄势待发，来分得一杯羹。
346,　　4月的上海车展前后，雪佛兰探界者、起亚KX7、斯柯达柯迪亚克等中大型SUV将会陆续上市。业内人士分析认为，2016年小排量车购置税减半政策一定程度上抑制了中大型车消费者的购车需求，未来，动力性能更强的、配置更全面更舒适的中大型车或许会迎来爆发式的反弹，1.8T、2.0T车型或将成为真正的主流车型。
347,　　王静
348,　　目前全市仅剩余约2万辆黄标车 全面禁行有利于改善空气质量
349,　　广州日报讯 (全媒体记者杜娟 通讯员穗环宣)为了进一步改善空气质量，广州计划从今年5月1日起在全市范围内24小时禁行黄标车。这意味着，广州从2009年开始分阶段对黄标车限行以来，最终实现了全面禁行黄标车。
350,　　昨日，市环保局网站挂出《广州市环境保护局 广州市公安局 广州市交通委员会关于在全市限制高污染汽车通行的通告(征求意见稿)》(以下简称《通告》)，其中明确：从2017年5月1日起，全天24小时禁止未持有绿色环保标志的汽车在本市行政区域内通行。
351,　　市环保局有关负责人表示，目前全市剩余黄标车约2万辆，仅占全市汽车保有量的0.9%，但所产生的污染较重，全面禁行黄标车是广州进一步改善空气质量的必须途径之一。
352,　　《通告》提出：全天24小时禁止未持有绿色环保标志的汽车在本市行政区域内通行，但执行紧急任务的军车、警用车、消防车、救护车、工程救险车不受上述措施的限制。
353,　　根据广州市环境保护科学研究所等单位在2016年编制的《广州市大气污染源排放清单编制报告》，机动车排放是广州环境空气中氮氧化物的第一大来源，占比42.9%；广州市2015年度大气细颗粒物(PM2.5)来源解析研究成果表明，机动车排放是我市环境空气中二次PM2.5的第二大来源，占比19.3%。
354,　　监测显示，2016年，与机动车排放密切相关的PM2.5平均浓度为36微克/立方米，二氧化氮平均浓度为46微克/立方米，虽较上年有所降低，但仍未达到国家标准。有关研究结果表明，1辆达不到国Ⅰ标准的黄标车污染物排放量，相当于国Ⅳ车的28倍，国Ⅴ的37倍。
355,　　21日，中国公安部与法国内政部在北京签署驾驶证互认换领协议。据悉，除法国外，阿联酋和比利时也可以与中国驾照互换和互认。昨日，记者也从车管部门了解到，一般而言，中国驾照在其他国家使用，只要附上当地语言的翻译文字及公证，目的地国家原则上应该承认其法律效力。可因为各国规定不同，使用时间也从几天到一年不等，要提前做好“功课”。 实习生 朱晨 扬子晚报记者 郭一鹏
356,　　利好
357,　　这3个国家可以和中国驾照互换互认
358,　　2月21日，中国公安部与法国内政部在北京签署驾驶证互认换领协议，这也意味着，加上此前的阿联酋和比利时，已经有3个国家可以与中国驾照互换和互认了。
359,　　那么，互换互认是什么概念呢？车管人士拿阿联酋当例子进行了详解：我国小型汽车(C1)、小型自动挡汽车(C2)驾驶证可与阿联酋(以下简称阿方)轻型汽车驾驶证(light vehicle)实现免试互认换领，其他类型车辆驾驶证按照现有法律法规规章规定执行。
360,　　其中，阿方公民在我国居留的，可以换领我国C1、C2类驾驶证；进入我国境内短期停留的，可以换领我国C1、C2类临时驾驶许可，临时驾驶许可有效期与所持签证有效期一致。我国公民在阿方居留的，可以换领阿方轻型汽车驾驶证；在阿方境内短期停留的，可以在签证有效期内直接驾驶轻型汽车。换领我国临时驾驶许可的，需提交本人有效的阿方护照、我国外交部门或公安机关核发的签证证件、阿方轻型汽车驾驶证及中文翻译文本、县级以上医疗机构出具的身体条件证明。
361,　　现状
362,　　在很多国家，中国驾驶证可以短期使用
363,　　除了比利时、阿联酋和法国之外，持中国驾驶证在其它国家能不能开车呢？事实上在很多国家，中国驾驶证可以短期使用。“一般只要附上当地语言的翻译文字及公证，目的地国家原则上应该承认其法律效力。”车管人士表示，可因为各国对驾照管理的法律规定并不相同，一些国家对此也作了一些附加或变通规定，所以导致很多国家对中国驾照落地使用的有效时间规定都不相同。“要先向相关主管部门咨询清楚，切忌擅自驾车上路。”该人士提醒。
364,　　昨天，“@公安部打四黑除四害”新浪官微也列举了中国驾照在部分国家的使用现状：
365,　　1、美国：大部分州可以使用中国驾照。美国西部大部分州承认中国驾照，中、东部部分州规定驾驶者必须提供驾照及翻译公证件。每个州规定的驾照使用时间也不一样。
366,　　2、德国：中国驾照有效期为6个月。要携带驾照以及一份经过德国法院指定的翻译件，或者德国驻华使馆认证过的德语翻译驾照文件。
367,　　3、英国：中国驾照可以使用一年。“中国驾照＋翻译件”便可驾车。
368,　　4、加拿大：中国驾照有效期六个月。“中国驾照＋翻译件”便可开车6个月。
369,　　5、新西兰：中国驾照可合法使用一年。中国驾照＋新西兰交通局认证的翻译机构取得翻译件。
370,　　6、瑞典：中国驾照可以使用一年。超过一年的，如果不是永久居留者，可以让所在公司给你申请驾车许可。
371,　　7、葡萄牙：中国驾照有效期3个月。中国驾照在葡萄牙可以使用，有效期3个月。
372,　　过来人说>>
373,"　　,中新社,柏林2月23日电 (记者 彭大伟)近日，法国标志雪铁龙集团(PSA)宣布洽购通用汽车(GM)拥有的德国汽车品牌欧宝(Opel)。为此，德法两国政府高层展开了磋商。"
374,　　标志雪铁龙董事长塔瓦雷斯日前与德国总理默克尔通话时承诺，收购完成后将保持欧宝的独立性，且不会关闭欧宝在德国的工厂或是裁员。德国经济部长则于23日强调，欧宝作为德国车企的“身份特征”必须得到保留。
375,　　创立于1862年的欧宝是德国著名汽车品牌，1929年被美国通用汽车收购，成为其子品牌。2014年，欧宝成为欧盟第三大乘用汽车品牌。目前，欧宝及其在英国的姊妹品牌沃克斯豪尔每年售出超过一百万辆汽车，是欧洲最大的汽车制造商之一。标志雪铁龙则是总部位于法国的跨国汽车巨头。
376,　　2月14日，通用汽车对外宣布正与标志雪铁龙探讨向后者出售欧宝及沃克斯豪尔事宜。由于欧宝在欧洲3.45万名雇员中近一半(1.65万)位于德国，这桩并购随即引起了德国政府的高度关注。德国政府已派出经济部国务秘书(副部长)马赫尼希作为官方代表参与标致雪铁龙与通用汽车谈判进程。马赫尼希还将负责与欧宝工厂所在各联邦州及所属工会对话。
377,　　本月21日，默克尔与标志雪铁龙董事长塔瓦雷斯就此事通话。默克尔发言人赛贝特事后表示，塔瓦雷斯向默克尔承诺，并购不会影响欧宝在德工厂、投资和工作岗位。
378,　　23日到访巴黎的德国新任经济部长齐普里斯与法国经济部长萨潘举行会谈后表示，她要求确保为欧宝员工的工作岗位作出长期承诺，并确保欧宝作为一家德国车企的“身份特征”得以留存，“重要的是，欧宝必须还是那个欧宝。”
379,　　两国经济部长均表示，标志雪铁龙与欧宝的联姻将提升国际竞争力和全球市场份额。
380,　　对于这桩并购，德媒还关注到中国东风汽车是标志雪铁龙三大股东之一。有分析认为，2015年退出中国市场的欧宝品牌或将借助这桩收购卷土重来。不过，据媒体此前报道，标致雪铁龙中国及其合资伙伴东风汽车对此均不予置评。(完)
381,　　2月17日，以“创新驱动共赢未来”为主题的福田轻型商用车2017战略媒体沟通会暨媒体创新社成立仪式在北京泰山饭店举行。福田轻型商用车与来自行业的各大权威媒体代表，就新形势下共探“创新驱动发展”之道。11.3万台目标销量的发布，彰显了福田奥铃作为行业领导者制胜2017的实力与信心；而福田轻型商用车媒体创新社的成立，更是表明了其创新发展的坚定信念。
382,　　创新驱动：齐聚一堂共探升级之道
383,　　17日下午，各主流媒体与福田轻型商用车事业本部相关领导欢聚一堂，共同参加“创新圆桌会”探讨福田轻型商用车创新升级之道。会上，福田商用汽车集团副总裁、轻型商用车业务总监赵建民先生对福田轻型商用车特别是福田奥铃的业务战略、2017目标及举措与媒体进行了沟通和交流。
384,　　据介绍，2016年，福田奥铃业务销售7.22万台，中高端产品奥铃CTX同比增长31%，业务结构调整加速。在此良好势头的继续上，2017年福田奥铃将再接再厉，再攀新高。并首次对外公布了福田奥铃2017年整体目标，年销量11.3万台，奥铃T3微卡3万台取得市场突破、换代产品奥铃CTS\TS超级轻卡达到2.25万台的市场预期，进一步稳固奥铃在中高端轻卡市场的领先地位。
385,　　在以创新、品牌塑造、行业突破等为核心的互动分享环节，与会媒体人展开了热烈的讨论与分享，并就新形势下的品牌建设升级、定制化的产品突破创新、用户体验营销创新、智慧物流生态体系建设等方面积极建言献策。
386,　　福田商用汽车集团副总裁、新闻发言人赵景光先生说道：“创新驱动发展，不仅是国家的重要战略，更是我们企业一直所坚守的正确思想。每年，福田汽车集团都投入超30亿元用于科技创新，我们对创新驱动的重视，在中国商用车行业都是数一数二的。而在2017年，福田汽车集团也将以‘创新驱动·结构调整·全球化’为指导思想持续创新发展。”
387,　　而由各大行业权威媒体人组成的“媒体创新社”的成立，更是本次媒体沟通会上最重要的一环。此次，福田轻型商用车事业本部首倡“媒体创新社”，汇行业智慧能量，再次发声创新实践。自此，福田轻型商用车将与众多媒体朋友组成的智囊团一起，共迎供给侧改革浪潮下的机遇和挑战，向构建覆盖城市、城乡和城郊物流以及城市商务的“集成生态圈”迈出坚实步伐，共同推动中国轻微卡和商务汽车市场的转型升级，共同推动市场的繁荣。
388,　　产品矩阵：横向延伸更具竞争力
389,　　福田轻型商用车旗下产品不断以科技创新推动行业转型升级的做法得到媒体朋友的关注与赞誉，中国首款城市物流4.0超级轻卡奥铃CTS就是其中之一。
390,　　福田奥铃CTS超级轻卡是福田汽车联合全球领先汽车供应商资源，融合欧美日科技研发打造。自去年8月8日上市后，它的每一次亮相，都以高度前瞻的科技含量和应用前景引发行业关注。该车可搭载康明斯ISF3.8L和ISF2.8L发动机，全面满足国V及京V排放标准，相比上一代产品，奥铃CTS超级轻卡还实现了可靠性、舒适性、动力性和高效性的四大突破，使整车油耗降低10%，整车碳排放减少10%，货运效率提升30%，大幅降低运营成本，实现了绿色智慧物流的突破发展，以创新升级重新定义中国轻卡。
391,　　在超级轻卡向上突破的同时，去年11月新加入的奥铃T3则可以覆盖三四线城市和城乡末端物流配送，实现产品线区域下延。作为福田奥铃全力拓展微卡市场的全新代表，奥铃T3定位于中高端微卡，该产品采用日系卡车技术，融合欧美领先科技，全新造型的车身和内饰，加上以安全和承载为设计理念的底盘系统，使其性价比和综合价值独树一帜，成为福田奥铃近期颇受关注的产品。
392,　　随着福田奥铃CTS超级轻卡声名鹊起，奥铃T3中高端微卡崭露头角，奥铃品牌下奥铃CTS\TS超级轻卡、奥铃CTX\TX和捷运轻卡以及奥铃T3六大产品线精兵布阵，并已经形成覆盖中高端轻卡、微卡的“奥铃领军体系”。
393,　　创新升级、产品协同、终端强化，2017年，再度整合的福田奥铃正以全新英姿再出发，为客户提供更加全面的一站式物流解决方案和定制化服务，在全力拓展市场的道路上，迎广阔天地，再展辉煌。而福田轻型商用车“媒体创新社”的成立，也将成为福田奥铃品牌创新发展道路中的有力推手。
394,　　“在刚刚结束的投票中，共五名委员投票，三名委员认定不存在实质性损害及损害威胁，完胜！！！”北京时间23日零点17分，轮胎双反案微信群里终于传来前方律师的消息。抗辩一年，中国轮胎业终于赢来了这场久违的全胜。
395,　　美国东部时间2月22日，美国国际贸易委员会发布公告，认定自中国进口的卡客车轮胎并未对美国内产业构成实质损害或损害威胁。从而一举否决了美国商务部此前要求对上述产品征收双反关税的决定。这意味着，美国海关将不对自中国进口的卡客车轮胎征收反倾销和反补贴税。
396,　　23日下午，中国商务部网站发布了商务部贸易救济调查局局长王贺军就此裁决的谈话：“美国国际贸易委员会的无损害裁决符合客观事实。中美之间的轮胎贸易是互补的，两国的轮胎产品优势互补，有效满足了美国内不断增加的市场需求。对美国国际贸易委员会能够尊重客观事实，做出公正的裁决，中方表示赞赏，希望两国轮胎产业加强对话与交流，共同维护开放、公平的贸易环境，实现互利共赢，增进两国人民的福祉。”
397,　　“本案涉及我对美出口轮胎企业100家，就业10万人，中国五矿化工商会和中国橡胶工业协会共同组织企业应诉，进行法律抗辩和无损害抗辩，商会、协会、企业和律师密切合作，历时一年，成果来之不易。”王贺军对《经济参考报》记者表示。
398,　　据介绍，美国是我国轮胎产品重要的出口市场，产品主要是卡客车轮胎，乘用车及轻卡车轮胎和非公路用轮胎。除卡客车轮胎外，其他两大类产品已经被采取贸易救济措施。
399,　　业内人士表示，近年来，从轮胎特保到非公路用轮胎，到乘用车轮胎，再到卡客车轮胎，中国轮胎行业可以说一直是贸易摩擦的“重灾区”，在一次次应诉和抗辩中不断积累经验，不断成长。这次也是我国轮胎业在贸易摩擦中赢得首胜。记者 孙韶华
400,　　本报讯(记者孟环 殷呈悦)昨天下午，市经信委官网发布了北京市今年首批示范应用纯电动小客车生产企业及产品备案信息。这份最新目录涵盖了来自9家企业的35款车型，其中还包含特斯拉两个系列车型，市民可在市经信委官网的“最新发布”一栏中进行查看。随后记者从亚运村汽车交易市场获悉，本市销售的相关新能源车已恢复正常上牌。
401,　　昨天下午，市经信委官网发布了北京市今年首批示范应用纯电动小客车生产企业及产品备案信息。这份最新目录涵盖了来自9家企业的35款车型，其中不乏用户熟知的新能源车型，如北汽EU260、比亚迪腾势、江淮iEV4等；同时，也包含备受瞩目的特斯拉Model S及Model X系列中的多款车型。
402,　　与此同时，市科委、市交通委等部门联合发出《关于北京市2016年第四批示范新能源小客车配置指标使用有关事项的公告》，表示考虑到消费者实际需求，决定持有2016年8月26日配置的新能源车指标消费者，可在2017年4月26日之前办理车辆购置税及机动车登记相关手续。
403,　　“我们今天把之前一直在等待政策的十几辆车都上完牌儿了。”昨天17时左右，亚市的北汽新能源车销售点负责人王小顺经理告诉记者：“包括去年8月拿到指标、差点儿以为要在这个月26号过期的几个客户，今天都顺利上牌了。”一家比亚迪新能源车相关销售人员昨天也表示，因为已提前把相关其他手续准备好，办牌很顺利。
404,　　日益受到关注的新能源车越来越“抢手”，但是今年的政府补贴却大幅度下滑。因此，春节后本市新能源车价格普遍上涨了约万元左右。亚运村汽车交易市场信息部部长郭咏表示：“今年新能源车销售真是闲一阵、忙一阵，年初1、2月是等政策，今年下半年后恐怕是没指标了。受此影响，新能源汽车价格不会再涨了，指标就那么多了，还涨价，万一都砸手里了呢？”
405,　　个人新能源小客车指标今年仅剩万余个
406,　　本报讯(记者孟环)今年第一期小客车指标摇号将于明日举办。上午记者从市小客车指标调控管理办获悉，本期普通小客车指标摇号有超过278万位个人参与，基准中签率约为788比1。
407,　　经审核，截至2017年2月8日24时，普通小客车指标申请个人共有2783966个有效编码；示范应用新能源小客车指标申请个人共有40328个有效编码。
408,　　2016年6月26日中签过期未用个人普通小客车配置指标105个，因此本期将随机摇出个人普通小客车指标13905个；摇出单位普通小客车指标900个。
409,　　同时记者了解到，2017年个人示范应用新能源小客车指标额度为51000个。本期示范应用新能源小客车指标申请个人共有40328个有效编码，其中含轮候的15459个有效编码。本期个人示范应用新能源小客车指标申请总数小于指标配置总数，按照《关于示范应用新能源小客车配置指标轮候配置有关规则的通告》规定，直接配置。这也意味着，今年的个人新能源小客车指标目前仅剩下10672个。J147   
410,"　　,中新网,2月14日电 从1835mm同级最宽车身、2715同级最优轴距曝光，到实车静态解析，再到动力总发布，荣威i6每一次信息披露，都吸引着消费者的眼球，是今年最值得期待的新车。"
411,　　在荣威i6诸多亮点中，0.25的超低风阻系数尤其惹眼。以往，如此低的风阻系数只会出现在豪华跑车上，而荣威i6通过领先的技术和制造工艺也实现了。这一成果将让更多普通消费者体验到超低风阻前沿科技所带来的驾驶感受，具有更普世的价值。近日，记者接受上汽荣威邀请，参观了位于上海同济大学的风洞实验室，深入了解了荣威i6设计师团队和空气动力学工程师团队，如何与风阻系数斗智斗勇。
412,　　风阻系数，是汽车行驶时所遇到最大的也是最重要的外力。它会影响汽车油耗，系数越大，油耗越大，特别是高速行驶的时候，有超过60%的耗油是用来克服风阻的。此外，风阻系数也会影响车内的噪音值和高速操控能力，进而影响驾乘舒适度。所以，降低风阻对于汽车，特别注重舒适、省油的轿车而言至关重要。
413,　　如何降低风阻？成功的造型设计是前提。作为中国最佳概念车Vision-R的量产车型，荣威i6很好的继承了诸多低风阻设计。在对风阻系数起决定性作用的车身形态方面，荣威i6车头下压，引擎盖尾部上扬，前挡风玻璃后倾，如此配合使得前挡风玻璃和车头形成大夹角；在 B 柱之后，车顶下收，又与末端微翘的行李箱形成大夹角，保证了空气流动的顺畅，为0.25的风阻系数打下了基础。
414,　　在车身侧面，荣威i6采用了高腰线设计，线条360度贯穿车身，一气呵成，更好的起到引导气流的作用，同时还能获得相应的下压力，抵消部分正压，使前后压差阻力减小，达到视觉美感和工业设计的完美融合。而1835mm同级最宽车身和4671mm的车长所带来的超大长细比，优化了荣威i6的形状阻力，保证了空气前后流动的平顺性。
415,　　除了车身形态，车头设计和门框走向，甚至是包括大灯型面、大灯走向、后保险杠离去角、行李箱处特征线等细节，也会影响风阻。荣威i6采用弧形车头设计，让前脸迎风面更加圆润，有效降低了风阻系数；尾部上翘的鸭尾，提高了空气动力学特性。另外，低风阻后视镜和低风阻轮毂的使用，也对降低风阻起到了非常重要的作用。
416,　　超低风阻系数是设计出来的，更是制造出来的。从概念车到1:3缩比模型，到1:1等比模型，再到量产车型，荣威i6经过数百次的优化以及超过125小时的风洞试验，光试验费用就“烧”了近千万。
417,　　发动机工作时需要通过散热器来维持合适的工作温度，这就要求更多气流进入发动机舱，但过多的气流又会加大整车阻力，对于气流的取舍，很难拿捏。荣威i6在同级别车型中，率先采用了AGS进气栅格调节系统，通过隔栅开口大小与位置的精确计算，主动控制进入舱内的气流及方向，为舱内带来精确数量的空气。同时根据车身表面的气流走向，不断调整隔栅翅片大小以及角度，力求最高效地将气流导入到发动机舱内，更好地满足散热冷却需求。在高速工况格栅关闭的情况下，荣威i6能极大地降低6%的整车风阻，90公里等速油耗可降低5%。
418,　　进气格栅是显而易见的地方，但是和空气抗争的战场不仅与此，底盘就是看不见的战场。作为家轿跑分王，荣威在最大程度保证舒适性的同时，还努力为消费者提供良好的操控性能。为此，上汽不惜成本，为荣威i6设计了全覆盖底盘护板，并对每一块护板进行了风阻优化。比如，小腿保护板与前舱护板采用了航空界及超跑车型上常见的NACA DUCT技术；车身护板采用了高尔夫球形曲面技术，赋予了地板护板高科技属性。荣威i6全覆盖底盘护板的使用，有效降低9.2%的整车风阻， 90公里等速油耗可降低7.3%。
419,　　此外，荣威i6工程师团队在后视镜上还花了大力气。荣威i6后视镜的开发采用参数化寻优设计，经过多次“推倒重来”，每一毫米的调整都注入了工程师的心血，虚拟数值风洞仿真分析超过150轮，CPU使用时间超过15700小时，零件设计周期超过一年，真正体现了工匠精神，展现上汽对用户的最大尊重。荣威i6后视镜在降低0.009风阻系数的同时，还有效降低了风噪，为家庭用户高品质出行提供更多选择。
420,　　放眼国内家轿市场，主流车型的风阻系数普遍在0.3-0.5之间，而荣威i6 0.25的超低风阻系数能让其打遍细分市场无敌手。低风阻所带来的优势也是显而易见的，根据“每降低0.03cd风阻系数，油耗下降0.15L/100km”的公式，按照一辆家轿每年行驶2万公里计算，一年能省下超过1600元的油费支出，5年就能省将近10000元，足够为家里添置几件大电器了。
421,　　国外租车自驾游 要提前做好哪些“功课”
422,　　除了驾照问题以外，资深自驾玩家钱先生用他的实际体验告诉大家，国外租车自驾要做的“功课”太多了，有开车资格仅仅是“万里长征第一步”。
423,　　“我就拿加拿大自驾游的经历来描述下‘功课’。”钱先生告诉记者，第一步是先联系上当地的租车公司，要找大型的、信誉度高的提前订好；第二步是规划好线路，同时在国内把导航配备好，因为国外的导航都是使用当地的语言和文字；第三步是准备好驾照的英文翻译件，有条件的最好进行公证。
424,　　“到当地后去租车公司取车也有讲究。”钱先生说，取车时一定要查看仔细，从外观到内饰，如发现问题要及时提出，避免还车时引发纠纷。钱先生举例说，他有一次在德国自驾游，到租车公司返还车辆时，工作人员居然使用放大镜查看车辆外观。再就是，取车时一定要购买保险，最好购买全险。“有一点需要提醒，国外租用的车辆都是满油取车，满油还车。”钱先生说，所以取车时也要看下油箱。
425,　　钱先生说，在境外自驾旅行，一定要了解清楚当地的交通规则，以免遇上不必要的麻烦。像加拿大是主路先行，主路内的车辆拥有先行权。当你从辅道进入主路时，一定要停车避让主路内行驶的车辆，确认有足够的安全距离后，才能进入主路。“实际上，这些行车要求国内交通法规里都有，只不过在国内没有受到足够的重视。”
426,　　“如果自驾游途中不幸发生了事故，先确定有无人员伤害需要救助，然后联系租车公司。”钱先生说，租车公司会让你向当地警方报警，并告知应该向警方索取哪些处理信息(还车时需提供)。如果你投了全险，应及时跟租车公司联系人反馈，因为单方面造成的小事故(比如说跟固定物的蹭刮)是不需要向警方备案的，这样可以节省你的时间和精力。如果有人员伤害，除了报警、救助、联系租车公司，走法定程序外，还有事后向保险公司索赔的相关事宜，这个时候，就需要精通当地语言和法律条例的专业人士介入了。
427,　　2月13日，中国汽车工业协会发布2017年1月汽车工业产销数据。数据显示，1月份中国汽车产销环比明显下滑，与2016年同期相比，销量仅微增0.23%，产量略降。新能源汽车产销出现大幅下滑，重卡销售延续增长态势。
428,　　产销环比明显下降
429,　　受购置税优惠政策退坡、春节有效工作日减少等因素影响，2017年1月汽车产销环比明显下降；与2016年同期相比，汽车产量略降，销量微增。从主要产品产销表现来看，乘用车环比和同比均呈下降；商用车产销环比明显下降，销量同比保持较快增长。
430,　　2017年1月，汽车生产236.90万辆，环比下降22.65%，同比下降3.86%；销售251.95万辆，环比下降17.59%，同比增长0.23%。其中乘用车生产207.15万辆，环比下降21.65%，同比下降4.17%；销售221.82万辆，环比下降16.99%，同比下降1.10%。商用车生产29.74万辆，环比下降28.97%，同比下降1.61%；销售30.13万辆，环比下降21.75%，同比增长11.32%。
431,　　与2016年12月相比，四大类乘用车品种产销环比均呈较快下降；与2016年同期相比，运动型多用途乘用车（SUV）产销保持增长，其他品种均有所下降。2017年1月，SUV生产84.32万辆，销售88.10万辆，环比分别下降22.55%和18.59%，同比分别增长9.03%和10.51%。基本型乘用车（轿车）产销分别环比下降20.59%和13.91%，同比分别下降6.65%和2.97%。其他两类车型产销继续下滑，且下滑幅度扩大。多功能乘用车（MPV）产销环比分别下降25.07%和24.14%，同比分别下降23.71%和21.13%；交叉型乘用车产销环比分别下降13.52%和20.01%，同比分别下降37.55%和28.41%。
432,　　在商用车主要品种中，客车和货车产销环比均下降，客车降幅更为明显；货车产销同比呈一定增长。其中，重型货车的产销数据成为1月份汽车产销亮点。1月份，重型货车产销分别为8.18万辆和8.30万辆，产量环比下降16.66%，销量环比增长10.22%，同比分别增长87.62%和125.15%。
433,　　新能源汽车生产销售都出现大幅下降。1月新能源汽车产销分别为6889辆和5682辆，比上年同期分别下降69.1%和74.4%。对此，中汽协表示，由于《新能源汽车推广应用推荐车型目录》重审，进入目录的车型才能获得补贴。目前仅公布了第一批目录，车型较少，一定程度上影响了1月份新能源汽车的销售。对于新能源汽车全年的产销情况，协会仍保持乐观，预计2017年新能源汽车市场将继续保持快速增长，市场销量在70万至80万辆左右，乘用车的消费进一步增强，预计占比会突破70%。
434,　　重卡产销量延续增长态势
435,　　对于重型货车产销表现突出的情况，中汽协表示，自2016年下半年以来，市场上已出现重卡销售供不应求、厂家订单式生产的局面，且重卡产销一直保持快速增长，1月份的增长是之前的态势延续。
436,　　中汽协数据显示，2016年9月，国内重型卡车（含非完整车辆、半挂牵引车）销售52936辆，同比增长26.55%，2016年10月至12月分别销售69622辆、91849辆和75316辆，同比分别增长54.01%、96.67%和54.14%。
437,　　华泰证券表示，重卡市场的良好开局是受到了去年下半年重卡市场复苏的影响。从2016年下半年开始，受益于治超新政的实施、基建投资持续增长等利好因素，重卡市场复苏势头强劲。东吴证券表示，1月份交付的很多重卡订单，相当一部分是去年四季度供不应求、未能完成而延迟交付的订单。
438,　　此外，银河证券表示，自2016年四季度以来，制造业进入新一轮加库存周期，煤炭等大宗商品及上游原材料的补库存使得物流运输需求大增，进一步刺激重卡消费，带动重卡产销快速增长；同时，2010年至2013年重卡累计销量为332万辆属于重卡销量的巅峰时期，以重卡的换购周期4-6年来计算，期间销售的重卡进入换购升级的加速期。
439,　　宏观经济的企稳也对重卡的销售具有推动作用。国家统计局发布的数据显示，1月中国制造业采购经理指数（PMI）为51.3%，环比微降0.1个百分点，连续6个月站上50%荣枯线。同时，PPP项目加速落地有望推动固定资产投资并带动重卡需求。银河证券预计，2017年重卡市场维持5%-8%小幅增长，全年销量为70万-80万辆。实习记者 常佳瑞
440,　　特斯拉22日表示，将按计划于今年7月开始量产Model 3轿车，并在今年第四季度将产量提升至每周5000辆。
441,　　Model 3是特斯拉旗下的首款廉价车型，售价约35000美元，旨在将特斯拉的业务拓展至豪华轿车和SUV以外的领域。去年特斯拉CEO马斯克曾表示，Model 3预订量已经超过37万辆，计划在2017年7月份开始量产。此前路透报道称，特斯拉计划在2月20日开始试生产Model 3轿车。
442,　　不过，特斯拉此前的车型都存在上市日期拖延的历史，因此有分析师预计Model 3量产很可能会推迟到2018年。
443,　　特斯拉是在22日发布财报时做出上述表态的。财报显示，去年第四季度特斯拉营收为22.8亿美元，同比增长88.4%，好于预期，季度亏损收窄至1.21亿美元，不及市场预期。这是特斯拉完成对太阳城公司收购后发布的首份财报。公司管理层称预计在2017年将在运输、能源及储存产品线上取得重大进展。
444,　　过去12个月里，特斯拉股价累计涨幅超过50%。（杨博）
