,content
2165,　　在返航途中，刘海琦在日记中郑重写道：“只有在危难时刻，才真正感受到军队的强大；只有亲历战场，才懂得自己身上肩负的担子有多重……”随后，她在执行好各项任务的同时，还利用休息时间搜集整理海量的英文海上交流资料。回国后，借助这些资料，刘海琦构建起贴近实战的语言环境开展教学，使授课内容更有针对性、更具硝烟味。
2166,　　一次，文职教员王美娜跟随军舰执行测量任务，不料突遇风浪。好心的战友看她晕船反应剧烈，劝她待在房间里休息。可她却咬紧牙关，强忍着身体不适第一个登上小艇，完成测量工作。不仅如此，她还对风浪中执行测量任务所要注意的具体事项进行归纳总结，融入到自己的教学当中，赢得学员好评。
2167,　　目光盯着战场，教学指向打赢，已成为该院文职教员群体的自觉行动。英语教研室文职教员崇斯伟根据部队实际情况，在教学中采取场景模拟的形式进行授课，深受欢迎；控制工程教研室副教授、文职教员刘淑波，发挥自己编程计算专长，在某新型舰载导弹模拟器设计中发挥骨干作用。
2168,　　加钢淬火，坚定信念服务打赢
2169,　　去年秋天，从韩国东新大学博士毕业的惠学武，主动放弃在地方大学担任专业系领导的机会，毅然选择到学院当一名普通的文职教员。“选择迈入文职方阵，只因心中装着为部队效力的心愿。”惠学武这样说道。
2170,　　然而，由于长期留学国外，部队的教学环境、教学模式让惠学武有些难以适应，一度打起了“退堂鼓”。这时，该院选派教学经验丰富的老教授主动与他结成对子，帮助他调整心态积极适应。很快，惠学武在岗位上就取得了不俗成绩，建功军营的信念也更为坚定。
2171,　　该院领导告诉笔者，他们采取“一对一”传帮带模式，选派责任心强、能力素质高的教员作为文职教员的指导老师；定期开展教学质量评估，督促文职教员不断改进教学方法，提升教学质量。不仅如此，他们每年还组织文职人员接受红色传统教育，安排到驻地作战部队参观见学，感受军队建设成就，进一步坚定为推进部队战斗力服务的理想信念。
2172,　　军事体育教研室讲师于艳丽，曾是国家帆船队队员，在北京奥运会、卡塔尔亚锦赛等重大赛事中取得过优异成绩。
2173,　　那年，学院帆船队组建不久，急需专业师资力量，学院业务部门领导向退役后的于艳丽抛出“橄榄枝”。然而，一边是高分考取的家乡公务员职位，一边是军校官兵的热切期盼，她陷入了两难。
2174,　　这时，学院领导提议，请她到院史馆参观。“这是一所与共和国同龄的军事院校，是人民海军第一所高等军事学府”“学院参加了共和国历次国庆大阅兵，次次成功圆满”……一段段弥足珍贵的历史片段，一个个耀眼夺目的证书奖杯，激起了她内心强烈的荣誉感与使命感。她当即下定决心：“在这种底蕴厚重、作风过硬、敢打敢拼的环境里工作，我感到无上光荣。不论待遇如何，我都要留在这里把这支队伍带出来。”
2175,　　从此，训练场上多了于艳丽的身影。她将自己多年总结的经验技巧结合实战需要重新梳理总结，编著了《帆船理论与战术》教材，填补了海军帆船训练理论方面的空白。
2176,"　　2012年，她带领学员参加第29届意大利国际帆船赛,以总成绩第一的优异表现，打破我海军帆船参加国际比赛“零冠军”历史，被海军首长称赞为“金牌教练”。面对荣誉，于艳丽的眼神中透露出坚定：“当结束运动员生涯，跨入文职人员队伍之时，我就定下目标，未来人生路上要培养更多实战化人才，为助推部队战斗力提升作贡献。”"
2177,    本报北京1月2日电  （记者卢晓琳）当地时间2日上午，中国海军第二十四批护航编队与第二十五批护航编队在亚丁湾西部海域举行任务交接仪式。这标志着第二十五批护航编队将接替第二十四批护航编队，担负亚丁湾、索马里海域护航任务。
2178,    第二十四批护航编队将相关文件、器材等移交给第二十五批护航编队，并介绍了护航编队的组织实施、亚丁湾海盗活动规律特点、商船护送方式等情况。完成任务交接后，两批编队共同执行中国海军第1003批护航任务，护送商船由亚丁湾东部向红海方向航渡，任务结束后两批护航编队分航。
2179,    自2016年8月10日从山东青岛出航以来，第二十四批护航编队先后圆满完成35批45艘中外船舶护航任务，其中为世界粮食计划署船舶护航1批1艘，先后处置了8批15艘次疑似海盗目标的袭击，确保了被护船舶和编队自身“两个百分之百安全”。其间，该编队指挥员与欧盟465编队指挥员进行会晤交流1次，舰长级非正式会面4次，为外籍船舶提供人道主义救助2次。
2180,　　空军航空兵某团
2181,　　空军“战神”警巡海天
2182,　　本报讯 记者李开强、通讯员母云涛报道：2017年的第一个清晨，南方某地，风轻云淡，大地仿佛还在安睡。突然，刺耳的警铃声打破这份宁静。7时许，南部战区官兵迅速出动，如离弦之箭冲向战位。片刻，一架被誉为空军“战神”的新型轰炸机在咆哮声中拔地而起，冲向天际。
2183,　　对官兵而言，这样的战备拉动，早已是家常便饭。“越是节假日，越要居安思危。”该团参谋长刘锐告诉记者，他们常年担负战备值班任务，官兵树牢“忘战必危”意识，时刻警惕地守卫着祖国的天空。
2184,　　“只有时刻保持临战状态，才能真正做到召之即来、来之能战！”采访中，许多官兵都这样说。他们早就做好了随时应对空中突发情况的准备。元旦前，该团作训、军务等部门对战备工作进行“地毯式”检查，挂账整改暴露的问题。根据作战任务特点，修订完善复杂气象条件下飞机出动、武器挂载和应急抢修等多套预案，并进行图上推演作业。针对节日期间所面临的形势任务特点，组织各类战勤人员学习战备规章制度，明确职责、程序和方法，提升指挥班子和部队临机处置能力。驻地雨多雾大，他们突出重点，全面检测战斗值班飞机，排除故障隐患，确保战机时刻能够顺利出航。
2185,　　“执戟在手，不光要睁大双眼，还必须武功过硬！”刘锐说，作为首批改装空军新型轰炸机的部队，该团始终以实战需求牵引战备建设，有效提升部队复杂战场环境下特情处置能力。去年，该团常态化前往南海、西太平洋等区域，应对处置多起特情，圆满完成警戒巡逻、战备演练和课题训练等任务，全疆域、全时域作战能力明显提升。
2186,　　我国自主研发的新一代远程战略轰炸机，被誉为“战神”。而作为新型轰炸机轰-6K首批机长、指挥员的一员，南部战区空军航空兵某团参谋长刘锐，“胆子大”，超低空突防敢飞极限“高度”，日常训练敢飞极端气象，先后创下新型轰炸机战备训练的多项纪录，是名副其实的“空中王牌”；“有血性”，面对茫茫海空，气象复杂多变、地域环境陌生等诸多情况，果断带领机组沉着应对，首次在西太平洋留下了中国空军的航迹。隆冬时节，科技日报记者采访了这位“战神”驾驭者。
2187,"　　,小战机大使命"
2188,"　　,等不起慢不得"
2189,　　皮肤白晳，面色和煦，笑容温暖，除了一身健硕的肌肉格外耀眼外，37岁的特级飞行员刘锐与记者想象中的形象有很大出入。
2190,　　想当初，刘锐就一杆一舵地练，一关一关地闯，同批战友中第一个放单飞，第一个任机长、教员、指挥员，第一个执行重大任务。
2191,　　“战神”落户，全团官兵为之振奋。为尽快掌握新机性能，刘锐和战友们连续一个月铆在改装一线，每天飞机座舱、学习室、宿舍“三点一线”，熟记1600多个性能数据，默画100多张座舱图；为了让新机尽快定型，他既当改装员，又当试飞员。
2192,　　从30度角开始，刘锐向起飞仰角极限发起挑战，经过反复周密的推算和一次次惊心动魄的腾空拉起……1个月后，刘锐把这个数值刷新到新纪录，大大减小了战机的起飞距离。
2193,　　3个月里，通过一次次试飞，刘锐先后提出的座舱仪表设备布局等40余条改进意见，全被厂方采纳。
2194,　　新机要真正形成战斗力，必须培养出一批成熟的新型轰炸机飞行员。制订方案、编写大纲……刘锐开始了成批培养新型轰炸机飞行员的艰难探索。白天，他除了试飞，还要给新飞行员讲课；晚上，他要对新飞行员进行讲评，有时一个细节要反复抠上几十遍。
2195,　　就这样，刘锐先后带出了一批既有高度协同意识，又有独立作战能力的“突防能手”：张元武、孙陆宇、张林、张斌、井坛……
2196,"　　,练时多对风险"
2197,"　　,战时少对死神"
2198,　　“他平时看上去挺随和的，可一旦升空，那就判若两人了。”团政委刘胜这样评价刘锐。在他看来，这个在地面上谦逊优雅的书生型军官，却是天空里的最凶猛的鹰。
2199,　　2015年仲春，某海域云层重叠，海空一色，一场前所未有的挑战即将展开。刘锐和战友们奉命对地导、雷达严密防护下的某海上陌生目标实施突击。
2200,　　当天，在飞机到达下降点时，刘锐将高度降至预定高度，按照常规方法对“敌”雷达进行试探，可无论怎么尝试，耳边的告警声音依旧不断，飞机仍然被追踪。如果再保持这样的状态，马上可能被锁定“击落”。
2201,　　危机时刻，刘锐做出大胆决定：继续下降高度。
2202,　　在下降到几乎与海平面紧贴的高度时，刘锐迅速改平，成功规避掉警戒和跟踪制导雷达的搜索，驾机超低空向预定海域扑去，成功对预定目标实施精确轰炸。
2203,　　人民网北京1月3日电 (记者 黄子娟)美国福克斯新闻网近日援引美国情报部门消息称，中国已向海南岛运送了数以百计的防空导弹，预计将在未来几个月内部署到南沙岛礁和西沙永兴岛上。军事专家尹卓在接受央视采访时表示，美军不远万里到南海炫耀武力，时刻在南海保留着一支庞大的海军力量，中国部署在南海部署防御装备合理合法。
2204,　　福克斯新闻网报道称，中国在海南岛同时部署各种防空导弹，总数多达500枚。卫星图像显示，这些导弹包括CSA-6B和“红旗-9”防空导弹，甚至还有一个先进的“红旗-26”陆基远程防空导弹营。美国官员表示，这些导弹放置在海南岛“只是暂时的”，明年初它们将被部署至南沙群岛和永兴岛。
2205,　　据介绍，CSA-6B是弹炮合一防空系统，主要用于抗击空地导弹、巡航导弹和直升机等低空目标。而“红旗-9”防空导弹射程达200公里，用于区域防空，并具备一定反导能力。更受关注的是“红旗-26”，西方认为它是中国仿制俄S-400的新型远程防空反导系统，曾在美国年度涉华防务报告中被多次提及，该型导弹比S-300性能更强，可威胁400公里外的飞机和导弹。有评论称，若解放军将这三款防空系统部署在南海岛礁，将在南海构建起远中近组合搭配的防空火力网，提高对美“反介入”能力。
2206,　　谈到如何看待西方媒体大肆炒作中国在南海部署防空导弹，尹卓认为，这种炒作毫无道理。这叫“只许州官放火，不许百姓点灯”，美军轰炸机不远万里到南海炫耀武力，两个航母编队在南海活动，时刻在南海保留着庞大的海军力量。在这种情况下，中国部署采取合理合法的防御性措施是正常的。中国的防空导弹既打不到美国，也不会对周边盟国产生威胁，只要他国不威胁中国岛礁的领土领空安全，防空导弹就不会起作用。
2207,　　尹卓表示，美国到处宣扬“中国威胁论”，但真正威胁地区稳定的却是美国。美国大选之后，整个南海地区形势趋于稳定，没有掀起大的波浪。但仍然有人不甘心南海稳定，害怕美国放弃所谓的“亚太再平衡”战略，故意煽风点火，其意图非常明显。
2208,　　“我们是以不变应万变，中国绝对不会抛弃在南海的核心利益，只要别人不动武，我们就不会招惹它们。但若别人要动武，我们一定会反击！”尹卓如是说。
2209,　　2016年12月25日，中国海军航母编队承载着国人百年航母梦，从宫古海峡进入西太平洋。徐英和战友驾“飞鲨”展翅海空——
2210,　　起飞，肩负改革之重
2211,　　海水颜色越来越深，最后一抹晚霞被夜幕吞没。辽宁舰开启舰面灯光，甲板轮廓灯勾勒出夜色下中国首艘航空母舰的身躯，泛光灯点亮了被称为“世界上最危险的4.5英亩”的飞行甲板。
2212,　　系留在甲板上的歼-15舰载战斗机，结束了一天的轰鸣、滑跃、起飞、演练、着舰，犹如一只只长途飞行的鸟，栖息在静谧的小岛上。
2213,　　这一天，是2016年12月26日。
2214,　　此时此刻，辽宁舰正破浪行驶在西太平洋上。千里之外的神州大地，中国军队改革的“巨轮”也正在按照既定的节奏前进。
2215,　　“能够有机会驾驶先进的歼-15遨游蓝天、编队飞行、对抗空战、结伴而归、降落航母。还有比这更幸福的事情吗？没有，绝对没有！”
2216,　　辽宁舰二层甲板的飞行员舱室内，徐英坐在电脑前，十指飞速敲击键盘，仿佛仍在保持着紧张的飞行状态。那张被台灯映亮的脸庞上看不见疲惫，此刻正被一种兴奋的情绪持续燃烧。
2217,　　“遇见大时代，我们是最幸运的一群人。”作为海军舰载航空兵部队某战斗机团团长，徐英在远航日记中写的这段话，记录的是他和战友们的共同感受。
2218,　　他们所感受到的“幸运”远不止于此。这支在改革前夜破壳而生、伴随改革成长的新型作战力量，正在改革大潮中迎来前所未有的发展机遇。
2219,　　他们不用承受改革之“痛”，但却必须肩负起改革之“重”。作为改革生长点之一，他们所代表的新质战斗力，承载了一支军队重塑的维度和价值。某种意义上，他们处在改革的“前锋”位置——他们脚步的快与慢，直接与改革效能紧密相连。
2220,　　徐英和战友们很清楚自己所处的大时代坐标。从3年多前正式组建那天起，他们就立下了军令状、定下了时间表。他们在无畏和坚韧中负重前行，走出的脚印里浸透着汗水、鲜血乃至生命。
2221,　　光荣使命引领着他们，艰巨任务考验着他们。倘若把他们的故事浓缩成一个词，徐英的选择是——“担当”。
2222,　　破壳
2223,　　时代的“礼物”
2224,　　从战鹰飞越黄岩岛说起
2225,　　——听刘锐讲述他和战友驾驶中国新一代中远程轰炸机远海战巡的故事
2226,　　本报记者　冯凯旋　特约记者　范以书　通讯员　赵世杰　摄影报道
2227,　　双机冲出积云，眼前豁然一亮。
2228,　　“就是那座岛。”
2229,　　刘锐举起相机，连续按下快门。取景框里，战友那架涂有“八一”红星的“战神”——轰-6K被阳光照得发亮，其双翼下，正是中国海南省三沙市岛礁——黄岩岛。
2230,　　也许您还不认识刘锐，但一定见过这幅轰-6K南海战巡飞越黄岩岛的照片吧。
2231,　　说起那次巡航黄岩岛的经历，南部战区空军航空兵某团参谋长刘锐至今仍记忆犹新。那天，刘锐和战友驾驶战机经空中长途奔袭飞抵南海上空后，机翼下全是厚厚的云层，几乎看不到海面。然而天公作美，就在战机编队与黄岩岛相距20余公里时，空中云雾消散，深蓝色的海面清晰可见。此时，刘锐突然冒出个想法：我们既然来了，为啥不用相机将我们的黄岩岛和轰-6K“同框”记录下来呢。
2232,　　听了刘锐的提议，机组成员无不赞成。可相比歼击机而言，驾驶庞大的轰-6K战机在空中与海中的黄岩岛构成拍摄画面和角度，并非易事。然而凭着高超过人的胆略和技术，刘锐和战友们配合得很成功。
2233,　　看着在黄岩岛上空拍摄的这幅照片，刘锐讲得很轻松。但认真听他讲述远海飞行的一幕幕，一路上既惊险，更满怀自豪。
2234,　　几年前，“战神”首次加入南海战巡序列。远海训练，目标海域陌生，甚至还存在通信盲区，征途充满风险。
2235,　　面对挑战，时任大队长的刘锐主动申请带头先飞，在无任何经验可循的情况下，深入南海腹地数千公里，圆满完成任务，取得了新机训练多项突破。
2236,　　“国家的利益边界在哪里，‘战神’的威慑力就必须到哪里！”为了练好看家本领，刘锐与战友们积极探索创新训练模式，推开远海常态化训练。翻开部队训练日志，海上长途超低空奔袭、最低气象条件起降、远海突防突击等一批险难课目如今成了“家常饭”。
2237,　　一天，刘锐奉命带队执行南海战巡任务。航行途中海上气象突变，霎时间阴云密布，战鹰如一叶小舟在云海里上下颠簸，雨滴敲打机身发出的闷响和四周划过的闪电，刺激着每个人的神经。
2238,　　怎么办？返航固然稳妥安全，但战巡半途而废；穿云绕飞，却又危险重重。凭借过硬的飞行技能，刘锐带领机组果断朝云缝飞去，并靠着目视和雷达指示，不断改变坡度避开一个又一个巨大的云柱，飞抵远海预定空域。
2239,　　“每次驾驶‘战神’远海巡航，心中一种强烈的神圣感和自豪感便油然而生。”刘锐说。
2240, 
2241,　　2015年又一次，刘锐带队南海战巡后返场，就在即将加入起落航线时，突然下起瓢泼大雨，能见度急速降低。
2242,　　按照规定，他们可以选择备降机场。但刘锐认为，这正是验证新机最低起降条件的好时机。
2243,　　“注意观察，监控好航行诸元。”刘锐十分镇定，一边稳定操纵飞机，一边提醒机组。
2244,　　“发现跑道！”当距离跑道500米时，一丝亮光进入刘锐视野，他迅速调整机头，收油门、带杆……一连串动作后，战机稳稳接地。
2245,"　　,创远海训练先河"
2246,"　　,载中国空军史册"
2247,　　这是注定要载入空军史册的一天。
2248,　　2015年3月30日，刘锐和战友们奉命执行远海训练任务。
2249,　　茫茫海空，气象复杂多变、地域环境陌生，刘锐带领机组沉着应对，驾机成功穿越巴士海峡、突破第一岛链，首次在西太平洋留下了中国空军的航迹，开创中国空军远海训练先河。
2250,　　如今，在海上维权、南海战巡、西太平洋远海训练到任务一线，刘锐和战友们用长空里一次次生死之搏、用天地间一道道精准航迹向世人证明：“祖国需要，一飞冲天。”
2251,　　一次，刘锐带队南海战巡。航行途中气象突变，战鹰犹如一叶小舟在云海里上下颠簸，雨滴打机身发出的闷响和耳边不断传来的结冰告警声，刺激着每一人的神经。
2252,　　“穿云！”刘锐决定。靠着目视和雷达指示，他们朝云缝飞去，其间不断改变坡度避开一个个巨大的云柱，30多分钟后，“战神”终于闯出鬼门关，飞抵远海预定空域。
2253,　　2016年9月，刘锐再度领受西太平洋远海训练任务。然而天公不作美，机场上空浓雾四起，能见度不足50米。作为空中指挥员，刘锐率先驾机准时起飞，如同一柄出鞘长剑，消失在茫茫雾霭中。当天，他和战友飞出“第一岛链”千余公里，再一次向世界展示大国战略空军风采。本报记者 唐先武 通讯员 余泓纬
2254,　　在改革的号角中，一支支部队破壳而出。唯有全力以赴，我们这一代军人才能配得上这些时代的“礼物”
2255,　　2016年11月30日，海军舰载航空兵部队迎来了选拔自海军、空军三代机部队的12名新飞行员。
2256,　　入列仪式上，站在老飞行员队列里，徐英郑重将手中的蓝色飞行头盔交给新飞行员。那一刻，他突然意识到，“自己一不小心也成了老飞行员”。
2257,　　在这之前，徐英从来没觉得自己“老”过。
2258,　　这位1977年出生的舰载战斗机飞行员，始终觉得自己还是那个刚刚从军校毕业的毛头小伙。
2259,　　1997年，徐英从高中考进军械工程学院。大四那年，空军面向军事院校应届毕业生招飞，他顺利通过体检和一系列考试，成了一名飞行学员。在飞行学院待了2年之后，他被分配到空军某王牌部队，当上了战斗机飞行员。在那里，他改飞三代机，用汗水和成绩不断证明自己的努力和优秀。
2260,　　他在内心深处不止一次为实现飞行梦想感到幸运，却不知道人生前方，一个更加诱人的梦想正等着他。2011年，他再次跟随梦想的脚步，加入海军成为一名舰载战斗机飞行员。
2261,　　穿上海军军装那天，他专门写了一首打油诗：“四年陆军绿，十年空军蓝。今日到海军，再干几十年！”
2262,　　这样的履历着实让人惊讶，连徐英自己都觉得不可思议。“我们要想跻身一个历史大事件，不是策划出来的，而是遇见。”正如他在日记中所言，他遇见了大时代。他的每一次转型、跨界、重塑，均是时代塑造的结果。没有一支军队的不断转型与重塑，就没有徐英的今天。
2263,　　和徐英一样，他所在的舰载航空兵部队也遇见了大时代——中国军队改革时代。
2264,　　作为航母战斗力的核心部分、海军新型作战力量的代表，这支部队于2013年5月10日正式组建，横空出世。
2265,　　这个“生日”不同寻常——6个月前，党的十八大提出“紧跟世界新军事革命加速发展的潮流，积极稳妥进行国防和军队改革”；6个月后，十八届三中全会上，“深化国防和军队改革”被纳入国家改革战略全局。
2266,　　“我们在改革的号角中破壳而出。”在海军某舰载航空兵部队政委赵云峰的眼中，这支新型作战力量的诞生好比时代的“礼物”，回应着昨天的呼唤，响应着明天的召唤。
2267,　　这番话，让戴明盟共鸣。“倒回10年前，我绝对想不到，自己会处在今天这个位置上。”这位中国“飞鲨”第一人、海军某舰载航空兵部队部队长认为，时代好比鲲鹏翅膀下的水和风，改革时代的风生水起将带给中国军队更多意想不到的“礼物”。
2268,　　“没有任何借口，唯有全力以赴，我们这一代军人才配得上这些‘礼物’。” 戴明盟说。
2269,　　探路
2270,　　跋涉“无人区”
2271,　　摆在第一代舰载航空兵面前的是一条艰难、寂寞而又布满风险、荆棘的路，他们注定将在“无人区”跋涉
2272,　　看到徐英黑着脸一言不发地推门而进，赵云峰知道，他们又吵架了。
2273,　　“他们”指的是“英辉亮”组合——分别是徐英、卢朝辉、王亮。他们3个人奉命探索舰载战斗机崭新的战术训练方法，技战术一直走在团队的最前沿。
2274,　　就像练到一定境界的武功高手，对一招一式各有独到见解。吵架也伴随着“英辉亮”组合的探索之旅。越往前推进，吵架的次数就越多，程度就越激烈。“谁也说服不了谁。”有时候吵得不可开交，他们干脆一拍而散，各找领导倾诉。
2275,　　吵架，成为这3个走在最前端的先行者最有效的沟通。他们每一次吵架只有一个结果，便是达成进一步的共识。每一次共识的形成，便是又一个探索成果的固化。
2276,　　“什么叫孤独？连同路的战友都不理解你，这是一种怎样的孤独？”赵云峰说，在与徐英他们的朝夕相处中，他越来越深刻理解搭档戴明盟的一句话：“舰载机飞行员实际上是一个很孤独的群体，圈子很小，虽然与其他战斗机飞行员是同行，但他们并不太了解舰载飞行的特殊性……”
2277,　　2014年年底，徐英驾驶“飞鲨”取得航母飞行资质认证时，感受到的是这样一份荣耀：他终于迈进了世界上仅有2000名现役飞行员组成的“顶级俱乐部”。
2278,　　渐渐地，徐英触摸到了荣耀背后的另一种质地——他发现这项全新事业的未知部分，“就像水面下的冰山一样庞大惊人”。以他们为代表的第一代舰载航空兵注定将在“无人区”跋涉。“这是一条艰难、寂寞而又布满风险、荆棘的路，”徐英说，“需要坚守，更需要开拓。”
2279,　　或许，这正是这个事业的迷人之处。全新的着舰飞行技术、全新的战术、全新的海域、全新的战场……在徐英和战友们面前，有太多的“空”要填，太多的坎要过。在这里，“首次”从来都不是新闻。他们所干的事，几乎都是“首次”。
2280,　　“我们是一群探路者。”徐英格外看重另外一个身份：《尾钩》杂志主编。这份供舰载战斗机飞行员学习交流的内刊，由他发起创办，完整记录了他和战友们探索的心得、经验和感受。
2281,　　“探路，是为了铺路，要让后面的人踩着我们的脚印，走得更实更快。”从加入“飞鲨”战队那天起，徐英就坚持每天记日记。他希望有一天，自己每天随手写下的文字，“能对后来人有点用”。
2282,　　夜深人静的时候，徐英喜欢一帧一帧地剪辑训练时摄录的视频，并配上音乐。那天，他制作的《刀尖上的舞蹈》视频，迎来了新的观众。刚入列的年轻飞行员目不转睛地盯着“飞鲨”气势如虹的飞行，脸上时而憧憬、时而震撼。
2283,　　画面中，歼-15战术动作带来的大过载，挤压着徐英的头盔和氧气面罩。变形充血的面部表情里，透着一种一往无前的豪迈和无畏……
2284,　　过载
2285,　　必须承受之“重”
2286,　　把改革的生长点干出来，把改革的破壳效应干出来，需要我们每一个人肩负起改革之重，过载前行
2287,　　辽宁舰甲板上的风，很冷，一下子能吹到人的骨头里。
2288,　　打开座舱，徐英走下战机，浑身已被汗水浸透。他摘下飞行头盔，汗水一滴一滴落下，落在航母飞行甲板上。
2289,　　这种冷、这种热，让记者深切体会到作为航母舰载机飞行员的“过载状态”。徐英说，当上团长之后，他对“千钧重担”这一词有了切肤之感。
2290,　　徐英开始以一种从未有过的角度审视部队长戴明盟：“他知道，我们都在看着他。正如我知道，全团的人都在看着我。”
2291,　　那一刻，徐英顿悟：“看我的，跟我上”原本是专属于领导的天然“特权”。从此，每次飞行任务准备时，当他听到戴明盟第一个站起来答“到”，并领受任务时，有了更为深刻的感受。
2292,　　“他是我们队伍中的一员，每天和我们一起飞行训练，但他显然一个人承受了更多。”徐英说，习主席的嘱托和关怀，军委首长、海军首长的殷切目光，他们立下的“军令状”、定下的“时间表”，“如同声声战鼓，敲击着胸膛”。
2293,　　在航母战斗力生成的链条中，舰载航空兵是最为关键的一环。他们把能加的负荷全加上去，把能减的需求全减下来。翻开2016年的日记，徐英用手指点着一页、又一页，耿耿于怀：“这一年太忙了，很多个重要的日子，就写那么两行，有的只列了想法和提纲。”
2294,　　个人时间被压缩，日记可以一笔带过。家庭责任被压缩，负荷就只能转移到家人身上。
2295,　　在一首写给爱人的诗里，徐英写道：“想我你就偷偷地哭，让泪水洗去岁月的孤独，家庭的重担你一人承担。想我你就偷偷地哭，那是坚强奋斗的倾诉，孩子面前你挺起脊梁……”
2296,　　戴明盟对此心怀内疚。他一边敦促着飞行员们赶紧抽时间休假陪陪家人，一边思量着如何变出更有效的单位时间。在他看来，一步能跨多远，取决于对风险的承受能力和科学态度。
2297,　　“步子大了肯定会连着筋，但如果能忍住痛，步子就还可以迈得更大点。”对于一向不苟言笑的戴明盟来说，这句话绝非玩笑。他们肩负的重担，由不得他们放慢脚步、缩小步幅。
2298,　　在最近的一份党委报告里，他们连续用了8个“任务很重”形容面临的严峻形势。报告的最后以一种不容置疑的口气说：“必须向前，必须发展！”
2299,　　“把改革的生长点干出来，把改革的破壳效应干出来，需要我们每一个人过载前行。”政委赵云峰的这番话，让徐英印象深刻。
2300,　　“没有过载，梦想岂能载得动？”徐英欣赏罗永浩，觉得这个胖子的演讲很对自己的胃口：“我就是要把自己搞得遍体鳞伤，把一件事做到最好。”
2301,　　徐英的偶像是NBA一代篮球巨星科比。2016年科比以一场胜利完美收官自己的职业生涯。未来的路，他决心用偶像的这句话时时照亮内心——
2302,　　“当我退役的时候，我希望回首我走过的路，每一天，我都付出了我的全部。”
2303,　　清醒
2304,　　赶考的“小学生”
2305,　　这片海域从不缺少清醒的坐标系。相比百年航母舰载机历史，从三代机直接起步的我们只能算是“小学生”
2306,　　清晨，海天相连处，旭日喷薄而出。
2307,　　站在辽宁舰甲板上，徐英凝望着晨光沐浴下的歼-15战机。他喜欢第一缕曙光来临前的等待。“那种呼之欲出的感觉最为动人心魄，就像在积蓄能量。”
2308,　　徐英积蓄能量的方式是学习。他对学习保持着一种超乎寻常的紧迫感。在翻译外军试飞员撰写的试飞感受文章时，他连续对自己发了3个感叹：“懒惰！无知！无能！”
2309,　　研读二战史，徐英的目光定格在这两行字上：美国一个名叫吉米·杜立特的飞行员，带队完成了一项看似不可能完成的任务：轰炸东京。让他震惊的是，这名飞行员居然是毕业于麻省理工学院的航空科学博士。
2310,　　看到这里，徐英内心翻腾：我们何时才会有博士学历飞行员？
2311,　　加速形成舰载航空兵战斗力，走向远海、走向世界，或许正如同日出一样，需要在提升飞行员的能力素质和知识层次上积蓄能量。他对自己忧心忡忡，觉得“应该去找个学校补补课，否则再往前走不动了”。
2312,　　军校大四那年，因为招飞，徐英放弃了读研究生。从此，读研这个念头一直在心头萦绕。尽管已经被海军工程大学聘为硕士生客座导师，但成为一名硕士仍然是徐英不熄的梦想。好几次因为任务在身，他耽误了报名时间。
2313,　　让徐英高兴的是，2016年终于报上了名。只是人头攒动的考研考场里，仍然不见他的身影。那一天，他和战友们正跟着辽宁舰行驶在西太平洋上。大洋之上，他们期待着另一场大考。
2314, 
2315,　　这场大考，注定将被记录在海军舰载航空兵发展史册上。但在戴明盟看来，这只是一场非常初级的考试，“顶多小学入门级”。
2316,　　这是一份难得的清醒。相比于世界军事强国100多年的航母舰载航空兵发展历史，直接从三代机起步的中国海军舰载航空兵只能算是个“小学生”。
2317,　　从渤海湾到太平洋，辽宁舰行驶的这片海域，从来不缺少清醒的坐标系。历史波涛里，代表大清帝国改革成果的北洋水师覆灭的惊心之痛犹在；太平洋彼岸，美军“布什号”航母训练考核，舰载机每天起降多达数百架次……
2318,　　因为这份清醒，看到网上“凶猛强悍的空中飞鲨歼-15密集着舰，辽宁舰实战能力恐怖提升”的标题，徐英大皱眉头。
2319,　　在大量跟帖中，他认同一位网友的判断：“别老用那些肉麻的字眼，我们进步了，可是还有很长的路要走呢。”
2320,　　牺牲
2321,　　最锋利的“刀刃”
2322,　　据媒体报道，在2016年9月初结束的美军“北方闪电”演习中，美军装备的F-35A战斗机实施超视距攻击，成功击落多架F-16C战斗机，自身毫发无损。由此引发一场关于近距空战和超视距空战的争论。
2323,　　传统意义上的近距空战以目视格斗空战为主，使用近距空空导弹或航炮攻击；超视距空战则在视距以外通过机载设备搜索、发现对方空中目标，利用中远距空空导弹攻击。
2324,　　目前，现代空战的主要作战形式已从近距空战发展到超视距空战。未来空战中，近距空战还有无用武之地？这是一个热议的话题。
2325,　　正方
2326,　　近距空战仍将长期存在
2327,　　程俊东 孟 璞
2328,　　近距空战不会退出历史舞台。随着装备技术不断改进，超视距空战能力随之提高，但并不能解决所有战斗。各国都应积极探索近距空战规律，重视研究近距空战战术理论运用，开展现代近距空战训练，不断增强近距空战能力。
2329,　　超视距空战，不是想赢就能赢
